points,position,wins,driverId,raceId
10.0,1,1,1,18
8.0,2,0,2,18
6.0,3,0,3,18
5.0,4,0,4,18
4.0,5,0,5,18
3.0,6,0,6,18
2.0,7,0,7,18
1.0,8,0,8,18
14.0,1,1,1,19
11.0,3,0,2,19
6.0,6,0,3,19
6.0,7,0,4,19
10.0,4,0,5,19
3.0,9,0,6,19
2.0,10,0,7,19
11.0,2,1,8,19
8.0,5,0,9,19
5.0,8,0,15,19
2.0,11,0,17,19
0.0,12,0,14,19
0.0,13,0,18,19
0.0,14,0,12,19
0.0,15,0,21,19
0.0,16,0,22,19
0.0,17,0,19,19
0.0,18,0,11,19
14.0,3,1,1,20
16.0,2,0,2,20
7.0,8,0,3,20
6.0,9,0,4,20
14.0,5,0,5,20
3.0,11,0,6,20
2.0,12,0,7,20
19.0,1,1,8,20
14.0,4,0,9,20
8.0,7,0,15,20
4.0,10,0,17,20
0.0,13,0,14,20
0.0,15,0,18,20
0.0,17,0,12,20
0.0,18,0,21,20
0.0,16,0,22,20
0.0,19,0,19,20
0.0,20,0,11,20
10.0,6,1,13,20
0.0,14,0,10,20
0.0,21,0,16,20
20.0,2,1,1,21
16.0,5,0,2,21
7.0,9,0,3,21
6.0,10,0,4,21
14.0,6,0,5,21
5.0,11,0,6,21
2.0,13,0,7,21
29.0,1,2,8,21
19.0,3,0,9,21
9.0,7,0,15,21
8.0,8,0,17,21
0.0,15,0,14,21
3.0,12,0,18,21
0.0,18,0,12,21
0.0,16,0,21,21
0.0,17,0,22,21
0.0,20,0,19,21
0.0,19,0,11,21
18.0,4,1,13,21
0.0,14,0,10,21
0.0,21,0,16,21
28.0,3,1,1,22
20.0,5,0,2,22
8.0,10,0,3,22
9.0,8,0,4,22
14.0,6,0,5,22
5.0,11,0,6,22
2.0,13,0,7,22
35.0,1,2,8,22
24.0,4,0,9,22
9.0,9,0,15,22
10.0,7,0,17,22
0.0,14,0,14,22
3.0,12,0,18,22
0.0,18,0,12,22
0.0,16,0,21,22
0.0,17,0,22,22
0.0,20,0,19,22
0.0,19,0,11,22
28.0,2,2,13,22
0.0,15,0,10,22
0.0,21,0,16,22
0.0,22,0,20,22
38.0,1,2,1,23
20.0,5,0,2,23
8.0,10,0,3,23
9.0,8,0,4,23
15.0,6,0,5,23
7.0,11,0,6,23
2.0,15,0,7,23
35.0,2,2,8,23
32.0,4,0,9,23
9.0,9,0,15,23
15.0,7,0,17,23
0.0,16,0,14,23
3.0,13,0,18,23
0.0,19,0,12,23
0.0,18,0,21,23
3.0,14,0,22,23
0.0,21,0,19,23
0.0,20,0,11,23
34.0,3,2,13,23
0.0,17,0,10,23
0.0,22,0,16,23
4.0,12,0,20,23
38.0,2,2,1,24
28.0,5,0,2,24
8.0,10,0,3,24
9.0,9,0,4,24
15.0,6,0,5,24
7.0,11,0,6,24
2.0,17,0,7,24
35.0,4,2,8,24
42.0,1,1,9,24
12.0,8,0,15,24
15.0,7,0,17,24
6.0,12,0,14,24
3.0,16,0,18,24
0.0,19,0,12,24
0.0,18,0,21,24
5.0,15,0,22,24
0.0,21,0,19,24
0.0,20,0,11,24
38.0,3,2,13,24
5.0,13,0,10,24
0.0,22,0,16,24
5.0,14,0,20,24
38.0,4,2,1,25
28.0,5,0,2,25
8.0,10,0,3,25
10.0,9,0,4,25
20.0,6,0,5,25
7.0,11,0,6,25
2.0,18,0,7,25
43.0,3,2,8,25
46.0,2,1,9,25
18.0,7,0,15,25
18.0,8,0,17,25
6.0,12,0,14,25
3.0,16,0,18,25
2.0,17,0,12,25
0.0,19,0,21,25
5.0,15,0,22,25
0.0,21,0,19,25
0.0,20,0,11,25
48.0,1,3,13,25
5.0,13,0,10,25
0.0,22,0,16,25
5.0,14,0,20,25
48.0,1,3,1,26
36.0,5,0,2,26
8.0,11,0,3,26
13.0,9,0,4,26
24.0,6,0,5,26
8.0,12,0,6,26
2.0,17,0,7,26
48.0,3,2,8,26
46.0,4,1,9,26
20.0,7,0,15,26
18.0,8,0,17,26
6.0,13,0,14,26
3.0,16,0,18,26
2.0,18,0,12,26
0.0,19,0,21,26
11.0,10,0,22,26
0.0,21,0,19,26
0.0,20,0,11,26
48.0,2,3,13,26
5.0,14,0,10,26
0.0,22,0,16,26
5.0,15,0,20,26
58.0,1,4,1,27
41.0,5,0,2,27
8.0,12,0,3,27
13.0,9,0,4,27
28.0,6,0,5,27
8.0,13,0,6,27
2.0,18,0,7,27
51.0,3,2,8,27
48.0,4,1,9,27
20.0,7,0,15,27
18.0,8,0,17,27
6.0,14,0,14,27
3.0,17,0,18,27
10.0,11,0,12,27
0.0,19,0,21,27
11.0,10,0,22,27
0.0,22,0,19,27
0.0,20,0,11,27
54.0,2,3,13,27
5.0,16,0,10,27
0.0,21,0,16,27
6.0,15,0,20,27
62.0,1,4,1,28
41.0,5,0,2,28
8.0,13,0,3,28
18.0,8,0,4,28
38.0,6,1,5,28
8.0,14,0,6,28
2.0,18,0,7,28
57.0,2,2,8,28
49.0,4,1,9,28
22.0,7,0,15,28
18.0,9,0,17,28
6.0,15,0,14,28
3.0,17,0,18,28
13.0,11,0,12,28
0.0,19,0,21,28
11.0,12,0,22,28
0.0,22,0,19,28
0.0,20,0,11,28
54.0,3,3,13,28
13.0,10,0,10,28
0.0,21,0,16,28
6.0,16,0,20,28
70.0,1,4,1,29
41.0,6,0,2,29
9.0,13,0,3,29
18.0,8,0,4,29
43.0,5,1,5,29
8.0,15,0,6,29
2.0,18,0,7,29
57.0,3,2,8,29
55.0,4,1,9,29
26.0,7,0,15,29
18.0,9,0,17,29
6.0,16,0,14,29
3.0,17,0,18,29
13.0,11,0,12,29
0.0,19,0,21,29
11.0,12,0,22,29
0.0,22,0,19,29
0.0,20,0,11,29
64.0,2,4,13,29
15.0,10,0,10,29
0.0,21,0,16,29
9.0,14,0,20,29
76.0,1,4,1,30
49.0,5,0,2,30
9.0,14,0,3,30
23.0,8,0,4,30
43.0,6,1,5,30
8.0,15,0,6,30
4.0,17,0,7,30
57.0,4,2,8,30
58.0,3,1,9,30
26.0,7,0,15,30
19.0,9,0,17,30
6.0,16,0,14,30
3.0,18,0,18,30
13.0,11,0,12,30
0.0,19,0,21,30
11.0,13,0,22,30
0.0,22,0,19,30
0.0,21,0,11,30
74.0,2,5,13,30
15.0,10,0,10,30
0.0,20,0,16,30
13.0,12,0,20,30
78.0,1,4,1,31
53.0,5,0,2,31
9.0,14,0,3,31
28.0,7,0,4,31
51.0,6,1,5,31
8.0,15,0,6,31
4.0,17,0,7,31
57.0,4,2,8,31
64.0,3,1,9,31
26.0,8,0,15,31
20.0,10,0,17,31
6.0,16,0,14,31
3.0,18,0,18,31
13.0,12,0,12,31
0.0,19,0,21,31
11.0,13,0,22,31
0.0,22,0,19,31
0.0,21,0,11,31
77.0,2,5,13,31
15.0,11,0,10,31
0.0,20,0,16,31
23.0,9,1,20,31
84.0,1,4,1,32
56.0,5,0,2,32
17.0,12,0,3,32
38.0,7,1,4,32
51.0,6,1,5,32
9.0,15,0,6,32
4.0,17,0,7,32
57.0,4,2,8,32
64.0,3,1,9,32
26.0,9,0,15,32
20.0,11,0,17,32
8.0,16,0,14,32
3.0,18,0,18,32
13.0,13,0,12,32
0.0,19,0,21,32
11.0,14,0,22,32
0.0,22,0,19,32
0.0,21,0,11,32
77.0,2,5,13,32
20.0,10,0,10,32
0.0,20,0,16,32
27.0,8,1,20,32
84.0,1,4,1,33
56.0,5,0,2,33
17.0,13,0,3,33
48.0,7,2,4,33
51.0,6,1,5,33
9.0,15,0,6,33
4.0,17,0,7,33
63.0,4,2,8,33
72.0,3,1,9,33
30.0,9,0,15,33
21.0,10,0,17,33
8.0,16,0,14,33
3.0,18,0,18,33
18.0,12,0,12,33
0.0,19,0,21,33
11.0,14,0,22,33
0.0,22,0,19,33
0.0,21,0,11,33
79.0,2,5,13,33
20.0,11,0,10,33
0.0,20,0,16,33
30.0,8,1,20,33
30.0,8,1,20,34
0.0,20,0,16,34
22.0,10,0,10,34
87.0,2,5,13,34
0.0,21,0,11,34
0.0,22,0,19,34
11.0,14,0,22,34
0.0,19,0,21,34
19.0,12,0,12,34
3.0,18,0,18,34
8.0,16,0,14,34
21.0,11,0,17,34
30.0,9,0,15,34
75.0,3,1,9,34
69.0,4,2,8,34
4.0,17,0,7,34
9.0,15,0,6,34
51.0,7,1,5,34
53.0,6,2,4,34
17.0,13,0,3,34
60.0,5,0,2,34
94.0,1,5,1,34
98.0,1,5,1,35
60.0,6,0,2,35
17.0,13,0,3,35
61.0,5,2,4,35
53.0,7,1,5,35
9.0,15,0,6,35
4.0,17,0,7,35
75.0,3,2,8,35
75.0,4,1,9,35
31.0,9,0,15,35
21.0,11,0,17,35
8.0,16,0,14,35
3.0,18,0,18,35
19.0,12,0,12,35
0.0,19,0,21,35
11.0,14,0,22,35
0.0,22,0,19,35
0.0,21,0,11,35
97.0,2,6,13,35
25.0,10,0,10,35
0.0,20,0,16,35
35.0,8,1,20,35
0.0,17,0,16,36
0.0,16,0,19,36
0.0,15,0,18,36
0.0,14,0,24,36
0.0,13,0,17,36
0.0,12,0,11,36
0.0,11,0,22,36
0.0,10,0,5,36
0.0,9,0,15,36
1.0,8,0,23,36
2.0,7,0,3,36
3.0,6,0,13,36
4.0,5,0,21,36
0.0,20,0,9,37
0.0,17,0,26,37
0.0,11,0,25,37
0.0,19,0,16,37
0.0,18,0,19,37
0.0,15,0,18,37
0.0,16,0,24,37
0.0,12,0,17,37
0.0,14,0,11,37
0.0,13,0,22,37
1.0,9,0,5,37
2.0,7,0,15,37
1.0,10,0,23,37
7.0,6,0,13,37
0.0,18,0,27,38
3.0,8,0,9,38
0.0,19,0,26,38
0.0,12,0,25,38
0.0,20,0,16,38
0.0,21,0,19,38
0.0,16,0,18,38
0.0,17,0,24,38
0.0,13,0,17,38
0.0,15,0,11,38
0.0,14,0,22,38
1.0,10,0,5,38
4.0,7,0,15,38
1.0,11,0,23,38
2.0,9,0,3,38
17.0,4,1,13,38
8.0,6,0,21,38
15.0,5,0,2,38
22.0,3,0,1,38
22.0,1,1,4,38
22.0,2,1,8,38
4.0,9,0,14,39
0.0,20,0,27,39
8.0,6,0,9,39
0.0,22,0,26,39
0.0,14,0,25,39
0.0,19,0,16,39
0.0,17,0,19,39
0.0,18,0,18,39
0.0,21,0,24,39
0.0,16,0,17,39
1.0,12,0,11,39
0.0,15,0,22,39
3.0,11,0,5,39
4.0,10,0,15,39
1.0,13,0,23,39
5.0,8,0,3,39
8.0,7,0,21,39
4.0,9,0,14,40
0.0,21,0,27,40
12.0,7,0,9,40
0.0,15,0,26,40
2.0,12,0,25,40
0.0,20,0,16,40
0.0,19,0,19,40
0.0,18,0,18,40
0.0,22,0,24,40
0.0,17,0,17,40
1.0,13,0,11,40
0.0,16,0,22,40
3.0,11,0,5,40
4.0,10,0,15,40
1.0,14,0,23,40
5.0,8,0,3,40
13.0,6,0,21,40
4.0,11,0,14,41
0.0,21,0,27,41
12.0,7,0,9,41
0.0,16,0,26,41
8.0,8,0,25,41
0.0,20,0,16,41
0.0,18,0,19,41
0.0,19,0,18,41
0.0,22,0,24,41
4.0,12,0,11,41
8.0,9,0,5,41
2.0,14,0,23,41
5.0,10,0,3,41
33.0,3,2,13,41
26.0,5,0,2,41
40.0,2,2,4,41
1.0,16,0,20,42
4.0,12,0,14,42
0.0,22,0,27,42
12.0,7,0,9,42
0.0,17,0,26,42
8.0,9,0,25,42
0.0,21,0,16,42
0.0,19,0,19,42
0.0,20,0,18,42
0.0,23,0,24,42
4.0,13,0,11,42
12.0,8,0,5,42
2.0,15,0,23,42
5.0,11,0,3,42
39.0,3,2,13,42
26.0,5,0,2,42
48.0,2,2,4,42
1.0,17,0,20,43
4.0,12,0,14,43
0.0,22,0,27,43
17.0,6,0,9,43
0.0,18,0,26,43
8.0,9,0,25,43
0.0,21,0,16,43
0.0,20,0,19,43
1.0,16,0,18,43
0.0,23,0,24,43
2.0,14,0,17,43
4.0,13,0,11,43
12.0,8,0,5,43
2.0,15,0,23,43
5.0,11,0,3,43
47.0,3,2,13,43
30.0,5,0,2,43
50.0,2,2,4,43
1.0,17,0,20,44
4.0,12,0,14,44
0.0,22,0,27,44
22.0,6,0,9,44
0.0,19,0,26,44
8.0,9,0,25,44
0.0,21,0,16,44
0.0,20,0,19,44
1.0,16,0,18,44
0.0,23,0,24,44
2.0,14,0,17,44
4.0,13,0,11,44
14.0,8,0,5,44
2.0,15,0,23,44
5.0,11,0,3,44
17.0,7,0,21,44
58.0,2,2,4,44
1.0,17,0,20,45
8.0,11,0,14,45
0.0,22,0,27,45
24.0,6,0,9,45
0.0,19,0,26,45
13.0,9,0,25,45
0.0,21,0,16,45
0.0,20,0,19,45
1.0,16,0,18,45
0.0,23,0,24,45
8.0,10,0,17,45
4.0,14,0,11,45
0.0,18,0,22,45
15.0,8,0,5,45
7.0,12,0,15,45
2.0,15,0,23,45
59.0,3,2,13,45
36.0,5,0,2,45
42.0,5,0,2,46
1.0,17,0,20,46
8.0,11,0,14,46
0.0,22,0,27,46
28.0,6,0,9,46
0.0,19,0,26,46
13.0,9,0,25,46
0.0,21,0,16,46
0.0,20,0,19,46
1.0,16,0,18,46
0.0,23,0,24,46
8.0,10,0,17,46
4.0,15,0,11,46
16.0,8,0,5,46
7.0,13,0,15,46
5.0,14,0,23,46
7.0,12,0,3,46
17.0,7,0,21,46
73.0,2,3,4,46
17.0,8,0,21,47
0.0,24,0,29,47
1.0,17,0,20,47
8.0,12,0,14,47
0.0,22,0,27,47
29.0,6,0,9,47
0.0,19,0,26,47
13.0,9,0,25,47
0.0,21,0,16,47
0.0,20,0,19,47
1.0,16,0,18,47
0.0,23,0,24,47
8.0,11,0,17,47
4.0,15,0,11,47
0.0,18,0,22,47
19.0,7,0,5,47
9.0,10,0,3,47
69.0,3,3,13,47
47.0,5,0,2,47
79.0,2,3,4,47
52.0,5,0,2,48
0.0,24,0,29,48
1.0,17,0,20,48
8.0,12,0,14,48
0.0,22,0,27,48
33.0,6,0,9,48
0.0,19,0,26,48
13.0,9,0,25,48
0.0,21,0,16,48
0.0,20,0,19,48
2.0,16,0,18,48
0.0,23,0,24,48
8.0,11,0,17,48
4.0,15,0,11,48
0.0,18,0,22,48
21.0,7,0,5,48
7.0,13,0,15,48
69.0,4,3,13,48
17.0,8,0,21,48
89.0,2,4,4,48
56.0,5,0,2,49
0.0,24,0,29,49
1.0,17,0,20,49
8.0,12,0,14,49
0.0,23,0,27,49
33.0,6,0,9,49
0.0,19,0,26,49
13.0,10,0,25,49
0.0,22,0,16,49
0.0,20,0,19,49
2.0,16,0,18,49
0.0,21,0,24,49
10.0,11,0,17,49
4.0,15,0,11,49
0.0,18,0,22,49
22.0,7,0,5,49
7.0,13,0,15,49
77.0,4,3,13,49
17.0,8,0,21,49
95.0,2,4,4,49
56.0,5,0,2,50
0.0,23,0,29,50
1.0,18,0,20,50
13.0,11,0,14,50
0.0,24,0,27,50
35.0,6,0,9,50
0.0,21,0,26,50
13.0,10,0,25,50
1.0,17,0,16,50
0.0,22,0,19,50
2.0,16,0,18,50
0.0,20,0,24,50
10.0,12,0,17,50
4.0,15,0,11,50
0.0,19,0,22,50
30.0,7,0,5,50
7.0,13,0,15,50
80.0,4,3,13,50
21.0,8,0,21,50
95.0,2,4,4,50
58.0,5,0,2,51
0.0,23,0,29,51
6.0,14,0,20,51
14.0,10,0,14,51
0.0,24,0,27,51
35.0,6,0,9,51
0.0,21,0,26,51
13.0,11,0,25,51
1.0,19,0,16,51
0.0,22,0,19,51
6.0,15,0,18,51
3.0,18,0,24,51
10.0,12,0,17,51
4.0,17,0,11,51
0.0,20,0,22,51
30.0,7,0,5,51
7.0,13,0,15,51
5.0,16,0,23,51
86.0,4,3,13,51
21.0,8,0,21,51
103.0,2,4,4,51
110.0,1,6,8,52
0.0,22,0,6,52
0.0,24,0,29,52
6.0,14,0,20,52
14.0,10,0,14,52
0.0,25,0,27,52
39.0,6,0,9,52
0.0,21,0,26,52
13.0,11,0,25,52
1.0,19,0,16,52
0.0,23,0,19,52
6.0,15,0,18,52
3.0,18,0,24,52
10.0,12,0,17,52
4.0,17,0,11,52
0.0,20,0,22,52
30.0,7,0,5,52
8.0,13,0,15,52
5.0,16,0,23,52
20.0,9,0,3,52
94.0,4,3,13,52
61.0,5,0,2,52
109.0,3,4,4,52
0.0,18,0,11,53
0.0,17,0,33,53
0.0,16,0,15,53
0.0,15,0,22,53
0.0,14,0,23,53
0.0,13,0,26,53
0.0,12,0,2,53
0.0,11,0,24,53
0.0,10,0,14,53
0.0,9,0,13,53
1.0,8,0,32,53
2.0,7,0,3,53
3.0,6,0,17,53
4.0,5,0,31,53
5.0,4,0,18,53
6.0,3,0,8,53
8.0,2,0,30,53
10.0,1,1,4,53
0.0,17,0,27,54
2.0,10,0,35,54
10.0,4,1,21,54
0.0,21,0,11,54
0.0,19,0,33,54
0.0,13,0,15,54
0.0,14,0,22,54
1.0,11,0,23,54
0.0,20,0,26,54
0.0,18,0,2,54
0.0,16,0,24,54
0.0,15,0,14,54
4.0,7,0,13,54
1.0,12,0,32,54
2.0,9,0,3,54
3.0,8,0,17,54
9.0,5,0,31,54
11.0,3,0,18,54
6.0,6,0,8,54
11.0,2,0,30,54
18.0,1,1,4,54
0.0,22,0,34,55
0.0,19,0,27,55
5.0,9,0,35,55
14.0,2,1,21,55
0.0,20,0,11,55
0.0,21,0,33,55
0.0,17,0,15,55
2.0,12,0,22,55
7.0,7,0,23,55
0.0,16,0,26,55
5.0,8,0,2,55
0.0,18,0,24,55
1.0,14,0,14,55
4.0,10,0,13,55
1.0,15,0,32,55
2.0,13,0,3,55
3.0,11,0,17,55
9.0,6,0,31,55
11.0,5,0,18,55
14.0,3,0,8,55
11.0,4,0,30,55
28.0,1,2,4,55
0.0,22,0,34,56
0.0,19,0,27,56
5.0,11,0,35,56
15.0,4,1,21,56
0.0,20,0,11,56
0.0,21,0,33,56
0.0,17,0,15,56
2.0,12,0,22,56
7.0,8,0,23,56
0.0,16,0,26,56
5.0,10,0,2,56
0.0,18,0,24,56
1.0,14,0,14,56
9.0,7,0,13,56
1.0,15,0,32,56
2.0,13,0,3,56
6.0,9,0,17,56
15.0,5,0,31,56
13.0,6,0,18,56
18.0,3,0,8,56
21.0,2,1,30,56
36.0,1,2,4,56
0.0,22,0,34,57
0.0,19,0,27,57
6.0,11,0,35,57
18.0,4,1,21,57
0.0,21,0,11,57
0.0,20,0,33,57
0.0,16,0,15,57
6.0,9,0,22,57
7.0,8,0,23,57
0.0,17,0,26,57
5.0,12,0,2,57
0.0,18,0,24,57
1.0,14,0,14,57
15.0,5,0,13,57
1.0,15,0,32,57
4.0,13,0,3,57
6.0,10,0,17,57
15.0,6,0,31,57
13.0,7,0,18,57
23.0,3,0,8,57
31.0,2,2,30,57
44.0,1,2,4,57
0.0,22,0,34,58
0.0,19,0,27,58
6.0,12,0,35,58
24.0,4,1,21,58
0.0,21,0,11,58
0.0,20,0,33,58
0.0,16,0,15,58
8.0,8,0,22,58
7.0,9,0,23,58
0.0,17,0,26,58
6.0,10,0,2,58
0.0,18,0,24,58
1.0,14,0,14,58
20.0,5,0,13,58
1.0,15,0,32,58
4.0,13,0,3,58
6.0,11,0,17,58
15.0,7,0,31,58
16.0,6,0,18,58
27.0,3,0,8,58
39.0,2,2,30,58
54.0,1,3,4,58
0.0,23,0,36,59
0.0,22,0,34,59
0.0,19,0,27,59
6.0,13,0,35,59
27.0,3,1,21,59
0.0,21,0,11,59
0.0,20,0,33,59
0.0,16,0,15,59
13.0,8,0,22,59
8.0,9,0,23,59
0.0,17,0,26,59
8.0,10,0,2,59
0.0,18,0,24,59
7.0,11,0,14,59
20.0,6,0,13,59
1.0,15,0,32,59
4.0,14,0,3,59
6.0,12,0,17,59
23.0,5,0,31,59
16.0,7,0,18,59
27.0,4,0,8,59
43.0,2,2,30,59
64.0,1,4,4,59
0.0,23,0,36,60
0.0,22,0,34,60
0.0,19,0,27,60
7.0,12,0,35,60
32.0,4,1,21,60
0.0,21,0,11,60
0.0,20,0,33,60
0.0,16,0,15,60
13.0,8,0,22,60
8.0,10,0,23,60
0.0,17,0,26,60
10.0,9,0,2,60
0.0,18,0,24,60
7.0,11,0,14,60
24.0,6,0,13,60
1.0,15,0,32,60
4.0,14,0,3,60
6.0,13,0,17,60
26.0,5,0,31,60
16.0,7,0,18,60
33.0,3,0,8,60
51.0,2,2,30,60
74.0,1,5,4,60
0.0,23,0,36,61
0.0,22,0,34,61
0.0,19,0,27,61
7.0,12,0,35,61
37.0,4,1,21,61
0.0,21,0,11,61
0.0,20,0,33,61
3.0,15,0,15,61
13.0,8,0,22,61
8.0,10,0,23,61
0.0,17,0,26,61
12.0,9,0,2,61
0.0,18,0,24,61
8.0,11,0,14,61
28.0,5,0,13,61
1.0,16,0,32,61
4.0,14,0,3,61
6.0,13,0,17,61
26.0,6,0,31,61
16.0,7,0,18,61
39.0,3,0,8,61
59.0,2,2,30,61
84.0,1,6,4,61
0.0,23,0,36,62
0.0,22,0,34,62
0.0,19,0,27,62
7.0,13,0,35,62
43.0,3,1,21,62
0.0,21,0,11,62
0.0,20,0,33,62
8.0,12,0,15,62
16.0,8,0,22,62
8.0,11,0,23,62
0.0,18,0,26,62
12.0,9,0,2,62
1.0,16,0,24,62
10.0,10,0,14,62
36.0,5,0,13,62
1.0,17,0,32,62
4.0,15,0,3,62
6.0,14,0,17,62
26.0,6,0,31,62
16.0,7,0,18,62
39.0,4,0,8,62
69.0,2,3,30,62
88.0,1,6,4,62
2.0,16,0,37,63
0.0,24,0,36,63
0.0,23,0,34,63
0.0,20,0,27,63
7.0,13,0,35,63
46.0,3,1,21,63
0.0,22,0,11,63
0.0,21,0,33,63
8.0,12,0,15,63
16.0,8,0,22,63
13.0,9,0,23,63
0.0,19,0,26,63
13.0,10,0,2,63
1.0,17,0,24,63
10.0,11,0,14,63
42.0,5,0,13,63
1.0,18,0,32,63
4.0,15,0,3,63
6.0,14,0,17,63
26.0,6,0,31,63
16.0,7,0,18,63
43.0,4,0,8,63
79.0,2,4,30,63
96.0,1,6,4,63
2.0,16,0,37,64
0.0,24,0,36,64
0.0,23,0,34,64
0.0,20,0,27,64
7.0,13,0,35,64
49.0,4,1,21,64
0.0,22,0,11,64
0.0,21,0,33,64
10.0,12,0,15,64
16.0,8,0,22,64
13.0,9,0,23,64
0.0,19,0,26,64
13.0,10,0,2,64
1.0,18,0,24,64
10.0,11,0,14,64
50.0,3,0,13,64
2.0,17,0,32,64
4.0,15,0,3,64
6.0,14,0,17,64
26.0,6,0,31,64
21.0,7,0,18,64
49.0,5,0,8,64
89.0,2,5,30,64
100.0,1,6,4,64
10.0,12,0,37,65
0.0,24,0,36,65
0.0,23,0,34,65
0.0,21,0,27,65
7.0,14,0,35,65
49.0,4,1,21,65
0.0,22,0,11,65
0.0,20,0,33,65
10.0,13,0,15,65
21.0,8,0,22,65
16.0,10,0,23,65
0.0,19,0,26,65
19.0,9,0,2,65
1.0,18,0,24,65
14.0,11,0,14,65
52.0,3,0,13,65
2.0,17,0,32,65
4.0,16,0,3,65
6.0,15,0,17,65
26.0,7,0,31,65
31.0,6,1,18,65
49.0,5,0,8,65
90.0,2,5,30,65
100.0,1,6,4,65
0.0,23,0,9,66
14.0,11,0,37,66
0.0,25,0,36,66
0.0,24,0,34,66
0.0,21,0,27,66
7.0,14,0,35,66
52.0,4,1,21,66
0.0,22,0,11,66
0.0,20,0,33,66
10.0,13,0,15,66
22.0,8,0,22,66
18.0,10,0,23,66
0.0,19,0,26,66
19.0,9,0,2,66
1.0,18,0,24,66
14.0,12,0,14,66
62.0,3,1,13,66
2.0,17,0,32,66
4.0,16,0,3,66
6.0,15,0,17,66
26.0,7,0,31,66
36.0,6,1,18,66
49.0,5,0,8,66
96.0,2,5,30,66
108.0,1,6,4,66
6.0,15,0,9,67
14.0,11,0,37,67
0.0,25,0,36,67
0.0,24,0,34,67
0.0,22,0,27,67
7.0,14,0,35,67
57.0,4,1,21,67
0.0,23,0,11,67
0.0,21,0,33,67
12.0,13,0,15,67
25.0,8,0,22,67
18.0,10,0,23,67
0.0,20,0,26,67
20.0,9,0,2,67
1.0,19,0,24,67
14.0,12,0,14,67
62.0,3,1,13,67
2.0,18,0,32,67
4.0,17,0,3,67
6.0,16,0,17,67
26.0,7,0,31,67
40.0,6,1,18,67
57.0,5,0,8,67
106.0,2,6,30,67
108.0,1,6,4,67
0.0,27,0,29,68
0.0,24,0,38,68
6.0,16,0,9,68
18.0,10,0,37,68
0.0,26,0,36,68
0.0,25,0,34,68
0.0,22,0,27,68
7.0,15,0,35,68
63.0,3,1,21,68
0.0,23,0,11,68
0.0,21,0,33,68
12.0,13,0,15,68
28.0,7,0,22,68
18.0,11,0,23,68
0.0,20,0,26,68
22.0,9,0,2,68
1.0,19,0,24,68
14.0,12,0,14,68
62.0,4,1,13,68
2.0,18,0,32,68
4.0,17,0,3,68
7.0,14,0,17,68
26.0,8,0,31,68
45.0,6,1,18,68
57.0,5,0,8,68
116.0,1,7,30,68
116.0,2,6,4,68
0.0,27,0,29,69
0.0,24,0,38,69
6.0,16,0,9,69
18.0,11,0,37,69
0.0,26,0,36,69
0.0,25,0,34,69
0.0,22,0,27,69
7.0,15,0,35,69
69.0,4,1,21,69
0.0,23,0,11,69
0.0,21,0,33,69
15.0,12,0,15,69
28.0,7,0,22,69
20.0,10,0,23,69
0.0,20,0,26,69
23.0,9,0,2,69
1.0,19,0,24,69
14.0,13,0,14,69
70.0,3,1,13,69
2.0,18,0,32,69
4.0,17,0,3,69
7.0,14,0,17,69
26.0,8,0,31,69
50.0,6,1,18,69
61.0,5,0,8,69
116.0,2,7,30,69
126.0,1,7,4,69
0.0,26,0,29,70
0.0,24,0,38,70
6.0,16,0,9,70
19.0,11,0,37,70
0.0,27,0,36,70
0.0,25,0,34,70
0.0,22,0,27,70
7.0,15,0,35,70
72.0,4,1,21,70
0.0,23,0,11,70
0.0,21,0,33,70
15.0,12,0,15,70
30.0,7,0,22,70
20.0,10,0,23,70
0.0,20,0,26,70
23.0,9,0,2,70
1.0,19,0,24,70
14.0,13,0,14,70
80.0,3,2,13,70
2.0,18,0,32,70
4.0,17,0,3,70
7.0,14,0,17,70
26.0,8,0,31,70
56.0,6,1,18,70
65.0,5,0,8,70
121.0,2,7,30,70
134.0,1,7,4,70
0.0,13,0,39,71
0.0,17,0,11,71
0.0,12,0,35,71
0.0,11,0,23,71
0.0,16,0,18,71
0.0,10,0,13,71
0.0,9,0,15,71
1.0,8,0,8,71
2.0,7,0,32,71
3.0,6,0,31,71
4.0,5,0,17,71
5.0,4,0,14,71
6.0,3,0,4,71
8.0,2,0,22,71
10.0,1,1,21,71
2.0,11,0,30,72
0.0,18,0,40,72
0.0,15,0,33,72
0.0,14,0,39,72
0.0,20,0,11,72
0.0,16,0,35,72
4.0,8,0,23,72
0.0,19,0,18,72
0.0,13,0,13,72
8.0,3,0,15,72
1.0,12,0,8,72
3.0,10,0,32,72
8.0,6,0,31,72
4.0,9,0,17,72
8.0,5,0,14,72
16.0,1,1,4,72
8.0,4,0,22,72
10.0,2,1,21,72
6.0,10,0,2,73
2.0,14,0,30,73
0.0,18,0,40,73
0.0,15,0,33,73
0.0,17,0,39,73
0.0,21,0,11,73
0.0,16,0,35,73
9.0,4,0,23,73
0.0,20,0,18,73
2.0,13,0,13,73
16.0,2,0,15,73
7.0,8,0,8,73
3.0,12,0,32,73
8.0,7,0,31,73
7.0,9,0,17,73
9.0,5,0,14,73
26.0,1,2,4,73
8.0,6,0,22,73
10.0,3,1,21,73
0.0,24,0,19,74
0.0,21,0,27,74
9.0,5,0,2,74
10.0,4,0,30,74
