points,position,wins,driverId,raceId
0.0,26,0,437,741
0.0,23,0,430,741
0.0,25,0,401,741
3.0,9,0,482,741
0.0,29,0,376,741
0.0,21,0,418,741
0.0,22,0,481,741
3.0,8,0,404,741
1.0,12,0,289,741
1.0,13,0,356,741
0.0,24,0,480,741
0.0,18,0,479,741
0.0,14,0,347,741
2.0,11,0,341,741
8.0,7,0,373,741
0.0,19,0,478,741
0.0,16,0,477,741
0.0,15,0,427,741
3.0,10,0,360,741
9.0,6,0,364,741
18.0,2,1,476,741
19.0,1,1,403,741
12.0,4,0,386,741
12.0,3,1,475,741
0.0,39,0,487,742
0.0,37,0,460,742
0.0,36,0,441,742
0.0,29,0,465,742
0.0,26,0,408,742
0.0,40,0,484,742
0.0,38,0,485,742
0.0,35,0,428,742
0.0,33,0,483,742
1.0,15,0,456,742
9.0,5,1,394,742
0.0,30,0,455,742
0.0,34,0,459,742
0.0,31,0,435,742
0.0,25,0,385,742
0.0,20,0,453,742
0.0,28,0,437,742
0.0,23,0,430,742
0.0,27,0,401,742
3.0,10,0,482,742
0.0,32,0,376,742
0.0,21,0,418,742
0.0,22,0,481,742
3.0,9,0,404,742
1.0,14,0,289,742
4.0,8,0,356,742
0.0,24,0,480,742
0.0,18,0,479,742
2.0,12,0,347,742
2.0,13,0,341,742
8.0,7,0,373,742
0.0,19,0,478,742
0.0,17,0,477,742
0.0,16,0,427,742
3.0,11,0,360,742
9.0,6,0,364,742
27.0,1,2,476,742
25.0,2,1,403,742
16.0,3,0,386,742
12.0,4,1,475,742
0.0,45,0,436,743
0.0,44,0,490,743
0.0,43,0,489,743
0.0,40,0,488,743
0.0,38,0,431,743
0.0,41,0,487,743
0.0,31,0,460,743
0.0,37,0,441,743
0.0,30,0,465,743
0.0,23,0,408,743
0.0,42,0,484,743
0.0,39,0,485,743
0.0,35,0,428,743
0.0,36,0,483,743
1.0,14,0,456,743
9.0,6,1,394,743
0.0,32,0,455,743
0.0,29,0,459,743
0.0,33,0,435,743
0.0,27,0,385,743
0.0,19,0,453,743
0.0,26,0,437,743
0.0,24,0,430,743
0.0,28,0,401,743
3.0,12,0,482,743
0.0,34,0,376,743
0.0,21,0,418,743
0.0,22,0,481,743
3.0,11,0,404,743
1.0,15,0,289,743
4.0,8,0,356,743
0.0,25,0,480,743
0.0,18,0,479,743
2.0,13,0,347,743
4.0,9,0,341,743
11.0,5,0,373,743
0.0,20,0,478,743
0.0,17,0,477,743
0.0,16,0,427,743
4.0,10,0,360,743
9.0,7,0,364,743
33.0,1,2,476,743
29.0,2,1,403,743
16.0,4,0,386,743
21.0,3,2,475,743
0.0,55,0,492,744
0.0,54,0,467,744
0.0,53,0,491,744
0.0,52,0,429,744
0.0,49,0,444,744
0.0,46,0,424,744
0.0,43,0,486,744
0.0,40,0,425,744
0.0,37,0,454,744
0.0,35,0,447,744
0.0,51,0,436,744
0.0,50,0,490,744
0.0,29,0,489,744
0.0,48,0,488,744
0.0,44,0,431,744
0.0,47,0,487,744
0.0,33,0,460,744
0.0,25,0,441,744
0.0,32,0,465,744
0.0,26,0,408,744
0.0,42,0,484,744
0.0,45,0,485,744
0.0,39,0,428,744
0.0,41,0,483,744
2.0,16,0,456,744
9.0,7,1,394,744
0.0,34,0,455,744
0.0,31,0,459,744
0.0,36,0,435,744
0.0,20,0,385,744
3.0,11,0,453,744
0.0,28,0,437,744
0.0,19,0,430,744
0.0,30,0,401,744
3.0,13,0,482,744
0.0,38,0,376,744
0.0,23,0,418,744
0.0,24,0,481,744
3.0,12,0,404,744
1.0,17,0,289,744
4.0,9,0,356,744
0.0,27,0,480,744
2.0,15,0,479,744
2.0,14,0,347,744
4.0,10,0,341,744
11.0,6,0,373,744
0.0,22,0,478,744
0.0,21,0,477,744
0.0,18,0,427,744
8.0,8,0,360,744
15.0,5,0,364,744
33.0,2,2,476,744
34.0,1,2,403,744
16.0,4,0,386,744
21.0,3,2,475,744
0.0,47,0,495,745
0.0,43,0,433,745
0.0,39,0,494,745
0.0,38,0,440,745
0.0,28,0,434,745
0.0,24,0,493,745
0.0,22,0,468,745
0.0,62,0,492,745
0.0,61,0,467,745
0.0,60,0,491,745
0.0,59,0,429,745
0.0,56,0,444,745
0.0,53,0,424,745
0.0,50,0,486,745
0.0,46,0,425,745
0.0,42,0,454,745
0.0,40,0,447,745
0.0,58,0,436,745
0.0,57,0,490,745
0.0,32,0,489,745
0.0,55,0,488,745
0.0,51,0,431,745
0.0,54,0,487,745
0.0,36,0,460,745
0.0,27,0,441,745
0.0,35,0,465,745
0.0,29,0,408,745
0.0,49,0,484,745
0.0,52,0,485,745
0.0,45,0,428,745
0.0,48,0,483,745
2.0,17,0,456,745
9.0,9,1,394,745
0.0,37,0,455,745
0.0,34,0,459,745
0.0,41,0,435,745
0.0,20,0,385,745
3.0,13,0,453,745
0.0,31,0,437,745
0.0,19,0,430,745
0.0,33,0,401,745
3.0,14,0,482,745
0.0,44,0,376,745
0.0,25,0,418,745
0.0,26,0,481,745
12.0,6,1,404,745
3.0,16,0,289,745
4.0,11,0,356,745
0.0,30,0,480,745
6.0,10,0,479,745
3.0,15,0,347,745
4.0,12,0,341,745
11.0,7,0,373,745
0.0,23,0,478,745
0.0,21,0,477,745
0.0,18,0,427,745
11.0,8,0,360,745
21.0,4,0,364,745
33.0,2,2,476,745
34.0,1,2,403,745
16.0,5,0,386,745
21.0,3,2,475,745
0.0,22,0,483,746
0.0,21,0,504,746
0.0,20,0,503,746
0.0,19,0,502,746
0.0,18,0,289,746
0.0,17,0,356,746
0.0,16,0,501,746
0.0,15,0,439,746
0.0,14,0,500,746
0.0,13,0,418,746
0.0,12,0,499,746
0.0,11,0,498,746
0.0,10,0,497,746
0.0,9,0,403,746
0.0,8,0,347,746
1.0,5,0,404,746
2.0,4,0,476,746
3.0,3,0,496,746
0.0,6,0,475,746
6.0,2,0,477,746
8.0,1,1,360,746
0.0,33,0,437,747
0.0,32,0,508,747
0.0,30,0,507,747
0.0,27,0,484,747
0.0,26,0,506,747
0.0,11,0,427,747
0.0,24,0,341,747
0.0,22,0,505,747
0.0,20,0,456,747
0.0,19,0,364,747
1.0,10,0,386,747
3.0,5,0,479,747
0.0,31,0,483,747
0.0,29,0,504,747
0.0,28,0,503,747
0.0,21,0,502,747
0.0,12,0,289,747
0.0,25,0,356,747
0.0,23,0,501,747
0.0,18,0,439,747
0.0,17,0,500,747
0.0,16,0,418,747
0.0,15,0,499,747
0.0,14,0,498,747
0.0,13,0,497,747
4.0,4,0,403,747
2.0,7,0,347,747
1.0,9,0,404,747
2.0,8,0,476,747
3.0,6,0,496,747
8.0,2,1,475,747
6.0,3,0,477,747
14.0,1,1,360,747
0.0,51,0,539,748
0.0,50,0,538,748
0.0,49,0,537,748
0.0,48,0,536,748
0.0,47,0,535,748
0.0,46,0,534,748
0.0,45,0,533,748
0.0,44,0,532,748
0.0,43,0,531,748
0.0,42,0,530,748
0.0,41,0,529,748
0.0,40,0,528,748
0.0,39,0,527,748
0.0,38,0,526,748
0.0,37,0,525,748
0.0,36,0,524,748
0.0,35,0,523,748
0.0,34,0,522,748
0.0,33,0,521,748
0.0,32,0,520,748
0.0,29,0,519,748
0.0,28,0,518,748
0.0,25,0,517,748
0.0,23,0,516,748
0.0,22,0,515,748
0.0,20,0,514,748
0.0,19,0,494,748
1.0,16,0,513,748
2.0,13,0,512,748
3.0,8,0,511,748
4.0,7,0,510,748
6.0,5,0,449,748
8.0,3,1,509,748
0.0,66,0,437,748
0.0,65,0,508,748
0.0,63,0,507,748
0.0,60,0,484,748
0.0,59,0,506,748
0.0,17,0,427,748
0.0,57,0,341,748
0.0,55,0,505,748
0.0,53,0,456,748
0.0,52,0,364,748
1.0,15,0,386,748
3.0,9,0,479,748
0.0,64,0,483,748
0.0,62,0,504,748
0.0,61,0,503,748
0.0,54,0,502,748
0.0,18,0,289,748
0.0,58,0,356,748
0.0,56,0,501,748
0.0,31,0,439,748
0.0,30,0,500,748
0.0,27,0,418,748
0.0,26,0,499,748
0.0,24,0,498,748
0.0,21,0,497,748
4.0,6,0,403,748
2.0,11,0,347,748
1.0,14,0,404,748
2.0,12,0,476,748
3.0,10,0,496,748
8.0,2,1,475,748
6.0,4,0,477,748
14.0,1,1,360,748
0.0,58,0,373,749
0.0,22,0,430,749
0.0,21,0,481,749
0.0,54,0,539,749
0.0,53,0,538,749
0.0,52,0,537,749
0.0,51,0,536,749
0.0,50,0,535,749
0.0,49,0,534,749
0.0,48,0,533,749
0.0,47,0,532,749
0.0,46,0,531,749
0.0,45,0,530,749
0.0,44,0,529,749
0.0,43,0,528,749
0.0,42,0,527,749
0.0,41,0,526,749
0.0,40,0,525,749
0.0,39,0,524,749
0.0,38,0,523,749
0.0,37,0,522,749
0.0,36,0,521,749
0.0,35,0,520,749
0.0,32,0,519,749
0.0,31,0,518,749
0.0,28,0,517,749
0.0,26,0,516,749
0.0,25,0,515,749
0.0,23,0,514,749
0.0,20,0,494,749
1.0,18,0,513,749
2.0,16,0,512,749
3.0,13,0,511,749
4.0,10,0,510,749
6.0,7,0,449,749
8.0,4,1,509,749
0.0,69,0,437,749
0.0,64,0,508,749
0.0,66,0,507,749
0.0,63,0,484,749
0.0,62,0,506,749
0.0,19,0,427,749
0.0,61,0,341,749
0.0,59,0,505,749
0.0,57,0,456,749
0.0,56,0,364,749
2.0,17,0,386,749
3.0,12,0,479,749
0.0,68,0,483,749
0.0,67,0,504,749
0.0,65,0,503,749
0.0,55,0,502,749
4.0,8,0,289,749
8.0,3,1,356,749
0.0,60,0,501,749
0.0,34,0,439,749
0.0,33,0,500,749
0.0,30,0,418,749
0.0,29,0,499,749
0.0,27,0,498,749
0.0,24,0,497,749
4.0,9,0,403,749
2.0,15,0,347,749
7.0,5,0,404,749
4.0,11,0,476,749
3.0,14,0,496,749
11.0,2,1,475,749
6.0,6,0,477,749
14.0,1,1,360,749
0.0,69,0,540,750
0.0,59,0,435,750
1.0,20,0,376,750
4.0,10,0,482,750
2.0,17,0,373,750
0.0,25,0,430,750
0.0,24,0,481,750
0.0,57,0,539,750
0.0,56,0,538,750
0.0,55,0,537,750
0.0,54,0,536,750
0.0,53,0,535,750
0.0,52,0,534,750
0.0,51,0,533,750
0.0,50,0,532,750
0.0,49,0,531,750
0.0,48,0,530,750
0.0,47,0,529,750
0.0,46,0,528,750
0.0,45,0,527,750
0.0,44,0,526,750
0.0,43,0,525,750
0.0,42,0,524,750
0.0,41,0,523,750
0.0,40,0,522,750
0.0,39,0,521,750
0.0,38,0,520,750
0.0,35,0,519,750
0.0,34,0,518,750
0.0,31,0,517,750
0.0,29,0,516,750
0.0,28,0,515,750
0.0,26,0,514,750
0.0,23,0,494,750
1.0,21,0,513,750
2.0,18,0,512,750
3.0,14,0,511,750
4.0,11,0,510,750
6.0,8,0,449,750
8.0,4,1,509,750
0.0,73,0,437,750
0.0,66,0,508,750
0.0,63,0,507,750
0.0,68,0,484,750
0.0,67,0,506,750
0.0,22,0,427,750
0.0,65,0,341,750
0.0,61,0,505,750
0.0,62,0,456,750
0.0,60,0,364,750
2.0,19,0,386,750
3.0,13,0,479,750
0.0,72,0,483,750
0.0,71,0,504,750
0.0,70,0,503,750
0.0,58,0,502,750
4.0,9,0,289,750
16.0,2,2,356,750
0.0,64,0,501,750
0.0,37,0,439,750
0.0,36,0,500,750
0.0,33,0,418,750
0.0,32,0,499,750
0.0,30,0,498,750
0.0,27,0,497,750
7.0,6,0,403,750
2.0,16,0,347,750
7.0,5,0,404,750
4.0,12,0,476,750
3.0,15,0,496,750
11.0,3,1,475,750
6.0,7,0,477,750
20.0,1,1,360,750
0.0,75,0,542,751
1.0,22,0,541,751
0.0,71,0,540,751
0.0,62,0,435,751
1.0,21,0,376,751
10.0,4,0,482,751
4.0,13,0,373,751
0.0,27,0,430,751
3.0,14,0,481,751
0.0,60,0,539,751
0.0,59,0,538,751
0.0,58,0,537,751
0.0,57,0,536,751
0.0,56,0,535,751
0.0,55,0,534,751
0.0,54,0,533,751
0.0,53,0,532,751
0.0,52,0,531,751
0.0,51,0,530,751
0.0,50,0,529,751
0.0,49,0,528,751
0.0,48,0,527,751
0.0,47,0,526,751
0.0,46,0,525,751
0.0,45,0,524,751
0.0,44,0,523,751
0.0,43,0,522,751
0.0,42,0,521,751
0.0,41,0,520,751
0.0,39,0,519,751
0.0,37,0,518,751
0.0,35,0,517,751
0.0,33,0,516,751
0.0,31,0,515,751
0.0,28,0,514,751
0.0,25,0,494,751
1.0,23,0,513,751
2.0,19,0,512,751
3.0,16,0,511,751
4.0,11,0,510,751
6.0,9,0,449,751
8.0,5,1,509,751
0.0,32,0,437,751
0.0,69,0,508,751
0.0,66,0,507,751
0.0,70,0,484,751
0.0,26,0,506,751
0.0,24,0,427,751
0.0,68,0,341,751
0.0,64,0,505,751
0.0,65,0,456,751
0.0,63,0,364,751
2.0,20,0,386,751
3.0,15,0,479,751
0.0,74,0,483,751
0.0,73,0,504,751
0.0,72,0,503,751
0.0,61,0,502,751
4.0,10,0,289,751
24.0,1,3,356,751
0.0,67,0,501,751
0.0,40,0,439,751
0.0,38,0,500,751
0.0,29,0,418,751
0.0,36,0,499,751
0.0,34,0,498,751
0.0,30,0,497,751
7.0,7,0,403,751
2.0,18,0,347,751
7.0,6,0,404,751
4.0,12,0,476,751
3.0,17,0,496,751
11.0,3,1,475,751
6.0,8,0,477,751
24.0,2,1,360,751
0.0,77,0,465,752
0.0,76,0,486,752
0.0,39,0,542,752
1.0,23,0,541,752
0.0,72,0,540,752
0.0,66,0,435,752
1.0,22,0,376,752
10.0,5,0,482,752
4.0,15,0,373,752
0.0,28,0,430,752
3.0,16,0,481,752
0.0,64,0,539,752
0.0,63,0,538,752
0.0,62,0,537,752
0.0,61,0,536,752
0.0,60,0,535,752
0.0,59,0,534,752
0.0,58,0,533,752
0.0,57,0,532,752
0.0,56,0,531,752
0.0,55,0,530,752
0.0,54,0,529,752
0.0,53,0,528,752
0.0,52,0,527,752
0.0,51,0,526,752
0.0,50,0,525,752
0.0,49,0,524,752
0.0,48,0,523,752
0.0,47,0,522,752
0.0,46,0,521,752
0.0,45,0,520,752
0.0,43,0,519,752
0.0,40,0,518,752
0.0,37,0,517,752
0.0,35,0,516,752
0.0,32,0,515,752
0.0,29,0,514,752
0.0,26,0,494,752
1.0,24,0,513,752
2.0,20,0,512,752
3.0,17,0,511,752
4.0,14,0,510,752
6.0,10,0,449,752
8.0,6,1,509,752
0.0,34,0,437,752
0.0,71,0,508,752
0.0,69,0,507,752
0.0,42,0,484,752
0.0,27,0,506,752
0.0,25,0,427,752
6.0,8,0,341,752
0.0,67,0,505,752
0.0,68,0,456,752
0.0,33,0,364,752
2.0,21,0,386,752
5.0,11,0,479,752
0.0,75,0,483,752
0.0,74,0,504,752
0.0,73,0,503,752
0.0,65,0,502,752
4.0,13,0,289,752
32.0,1,4,356,752
0.0,70,0,501,752
0.0,44,0,439,752
0.0,41,0,500,752
0.0,30,0,418,752
0.0,38,0,499,752
0.0,36,0,498,752
0.0,31,0,497,752
7.0,7,0,403,752
2.0,19,0,347,752
11.0,4,0,404,752
5.0,12,0,476,752
3.0,18,0,496,752
11.0,3,1,475,752
6.0,9,0,477,752
27.0,2,1,360,752
0.0,67,0,432,753
0.0,78,0,465,753
0.0,77,0,486,753
0.0,39,0,542,753
1.0,23,0,541,753
0.0,73,0,540,753
0.0,66,0,435,753
1.0,22,0,376,753
10.0,5,0,482,753
8.0,7,0,373,753
0.0,28,0,430,753
3.0,16,0,481,753
0.0,64,0,539,753
0.0,63,0,538,753
0.0,62,0,537,753
0.0,61,0,536,753
0.0,60,0,535,753
0.0,59,0,534,753
0.0,58,0,533,753
0.0,57,0,532,753
0.0,56,0,531,753
0.0,55,0,530,753
0.0,54,0,529,753
0.0,53,0,528,753
0.0,52,0,527,753
0.0,51,0,526,753
0.0,50,0,525,753
0.0,49,0,524,753
0.0,48,0,523,753
0.0,47,0,522,753
0.0,46,0,521,753
0.0,45,0,520,753
0.0,43,0,519,753
0.0,40,0,518,753
0.0,37,0,517,753
0.0,35,0,516,753
0.0,32,0,515,753
0.0,29,0,514,753
0.0,26,0,494,753
1.0,24,0,513,753
2.0,20,0,512,753
3.0,17,0,511,753
4.0,15,0,510,753
6.0,13,0,449,753
8.0,6,1,509,753
0.0,34,0,437,753
0.0,72,0,508,753
0.0,70,0,507,753
0.0,42,0,484,753
0.0,27,0,506,753
0.0,25,0,427,753
6.0,11,0,341,753
0.0,68,0,505,753
0.0,69,0,456,753
0.0,33,0,364,753
2.0,21,0,386,753
7.0,10,0,479,753
0.0,76,0,483,753
0.0,75,0,504,753
0.0,74,0,503,753
0.0,65,0,502,753
4.0,14,0,289,753
40.0,1,5,356,753
0.0,71,0,501,753
0.0,44,0,439,753
0.0,41,0,500,753
0.0,30,0,418,753
0.0,38,0,499,753
0.0,36,0,498,753
0.0,31,0,497,753
7.0,9,0,403,753
2.0,19,0,347,753
12.0,3,0,404,753
8.0,8,0,476,753
3.0,18,0,496,753
11.0,4,1,475,753
6.0,12,0,477,753
33.0,2,1,360,753
0.0,83,0,547,754
0.0,81,0,546,754
0.0,80,0,398,754
0.0,77,0,491,754
0.0,42,0,545,754
0.0,37,0,455,754
0.0,33,0,544,754
0.0,29,0,431,754
1.0,26,0,478,754
3.0,20,0,543,754
0.0,73,0,432,754
0.0,88,0,465,754
0.0,87,0,486,754
0.0,46,0,542,754
1.0,25,0,541,754
0.0,84,0,540,754
4.0,16,0,435,754
1.0,24,0,376,754
10.0,6,0,482,754
8.0,10,0,373,754
0.0,32,0,430,754
3.0,18,0,481,754
0.0,71,0,539,754
0.0,70,0,538,754
0.0,69,0,537,754
0.0,68,0,536,754
0.0,67,0,535,754
0.0,66,0,534,754
0.0,65,0,533,754
0.0,64,0,532,754
0.0,63,0,531,754
0.0,62,0,530,754
0.0,61,0,529,754
0.0,60,0,528,754
0.0,59,0,527,754
0.0,58,0,526,754
0.0,57,0,525,754
0.0,56,0,524,754
0.0,55,0,523,754
0.0,54,0,522,754
0.0,53,0,521,754
0.0,52,0,520,754
0.0,50,0,519,754
0.0,47,0,518,754
0.0,44,0,517,754
0.0,41,0,516,754
0.0,38,0,515,754
0.0,34,0,514,754
0.0,30,0,494,754
1.0,27,0,513,754
2.0,23,0,512,754
3.0,19,0,511,754
4.0,17,0,510,754
6.0,14,0,449,754
8.0,8,1,509,754
0.0,40,0,437,754
0.0,82,0,508,754
0.0,76,0,507,754
0.0,49,0,484,754
0.0,31,0,506,754
0.0,28,0,427,754
6.0,12,0,341,754
0.0,74,0,505,754
0.0,75,0,456,754
0.0,39,0,364,754
8.0,9,0,386,754
7.0,11,0,479,754
0.0,78,0,483,754
0.0,86,0,504,754
0.0,85,0,503,754
0.0,72,0,502,754
4.0,15,0,289,754
40.0,1,5,356,754
0.0,79,0,501,754
0.0,51,0,439,754
0.0,48,0,500,754
0.0,35,0,418,754
0.0,45,0,499,754
0.0,43,0,498,754
0.0,36,0,497,754
15.0,3,1,403,754
2.0,22,0,347,754
12.0,4,0,404,754
10.0,7,0,476,754
3.0,21,0,496,754
11.0,5,1,475,754
6.0,13,0,477,754
33.0,2,1,360,754
0.0,54,0,548,755
0.0,49,0,353,755
0.0,30,0,440,755
0.0,86,0,547,755
0.0,84,0,546,755
0.0,83,0,398,755
0.0,80,0,491,755
0.0,45,0,545,755
0.0,39,0,455,755
0.0,35,0,544,755
0.0,29,0,431,755
1.0,26,0,478,755
3.0,21,0,543,755
0.0,78,0,432,755
0.0,91,0,465,755
0.0,90,0,486,755
0.0,50,0,542,755
1.0,25,0,541,755
0.0,87,0,540,755
4.0,16,0,435,755
1.0,24,0,376,755
10.0,6,0,482,755
8.0,10,0,373,755
0.0,34,0,430,755
3.0,19,0,481,755
0.0,76,0,539,755
0.0,75,0,538,755
0.0,74,0,537,755
0.0,73,0,536,755
0.0,72,0,535,755
0.0,71,0,534,755
0.0,70,0,533,755
0.0,69,0,532,755
0.0,68,0,531,755
0.0,67,0,530,755
0.0,66,0,529,755
0.0,65,0,528,755
0.0,64,0,527,755
0.0,63,0,526,755
0.0,62,0,525,755
0.0,61,0,524,755
0.0,60,0,523,755
0.0,59,0,522,755
0.0,58,0,521,755
0.0,57,0,520,755
0.0,55,0,519,755
0.0,51,0,518,755
0.0,47,0,517,755
0.0,44,0,516,755
0.0,40,0,515,755
0.0,36,0,514,755
0.0,31,0,494,755
1.0,27,0,513,755
2.0,23,0,512,755
3.0,20,0,511,755
4.0,17,0,510,755
6.0,14,0,449,755
8.0,8,1,509,755
0.0,43,0,437,755
0.0,85,0,508,755
0.0,42,0,507,755
0.0,53,0,484,755
0.0,33,0,506,755
0.0,28,0,427,755
6.0,12,0,341,755
0.0,79,0,505,755
0.0,32,0,456,755
0.0,41,0,364,755
8.0,9,0,386,755
7.0,11,0,479,755
0.0,81,0,483,755
0.0,89,0,504,755
0.0,88,0,503,755
0.0,77,0,502,755
4.0,15,0,289,755
43.0,1,5,356,755
0.0,82,0,501,755
0.0,56,0,439,755
0.0,52,0,500,755
0.0,37,0,418,755
0.0,48,0,499,755
0.0,46,0,498,755
0.0,38,0,497,755
16.0,5,1,403,755
4.0,18,0,347,755
18.0,4,0,404,755
10.0,7,0,476,755
3.0,22,0,496,755
19.0,3,2,475,755
6.0,13,0,477,755
34.0,2,1,360,755
0.0,24,0,553,756
0.0,23,0,552,756
0.0,22,0,353,756
0.0,21,0,551,756
0.0,20,0,376,756
0.0,19,0,550,756
0.0,18,0,483,756
0.0,17,0,549,756
0.0,16,0,506,756
0.0,15,0,477,756
0.0,14,0,476,756
0.0,13,0,418,756
0.0,12,0,289,756
0.0,11,0,554,756
0.0,10,0,347,756
0.0,9,0,501,756
0.0,8,0,541,756
0.0,7,0,475,756
0.0,6,0,456,756
9.0,1,1,356,757
6.0,3,0,479,757
4.0,6,0,427,757
3.0,8,0,403,757
2.0,10,0,360,757
0.0,12,0,456,757
0.0,23,0,475,757
0.0,24,0,541,757
0.0,25,0,501,757
0.0,26,0,347,757
0.0,27,0,554,757
0.0,28,0,289,757
0.0,29,0,418,757
0.0,30,0,476,757
0.0,31,0,477,757
0.0,32,0,506,757
0.0,33,0,549,757
0.0,36,0,483,757
0.0,37,0,550,757
0.0,39,0,376,757
0.0,57,0,525,757
0.0,56,0,536,757
0.0,55,0,517,757
0.0,54,0,565,757
0.0,53,0,564,757
0.0,52,0,563,757
0.0,51,0,562,757
0.0,50,0,522,757
0.0,49,0,516,757
0.0,47,0,511,757
0.0,45,0,561,757
0.0,43,0,528,757
0.0,41,0,560,757
0.0,40,0,537,757
0.0,38,0,559,757
0.0,35,0,558,757
0.0,34,0,527,757
0.0,22,0,535,757
0.0,21,0,557,757
0.0,20,0,556,757
0.0,19,0,538,757
0.0,18,0,514,757
0.0,17,0,520,757
0.0,16,0,531,757
0.0,15,0,555,757
0.0,14,0,513,757
0.0,13,0,518,757
0.0,11,0,533,757
2.0,9,0,510,757
0.0,33,0,566,758
0.0,23,0,430,758
0.0,60,0,525,758
3.0,11,0,404,758
6.0,6,0,509,759
0.0,59,0,536,758
0.0,51,0,553,758
8.0,3,1,449,758
6.0,5,0,509,758
5.0,6,0,512,758
3.0,10,0,529,758
2.0,13,0,510,758
0.0,17,0,533,758
0.0,58,0,517,758
0.0,57,0,565,758
0.0,56,0,564,758
0.0,55,0,563,758
0.0,54,0,562,758
0.0,53,0,522,758
0.0,52,0,516,758
0.0,50,0,511,758
0.0,48,0,561,758
0.0,46,0,528,758
0.0,44,0,560,758
0.0,43,0,537,758
0.0,41,0,559,758
0.0,38,0,558,758
0.0,37,0,527,758
0.0,30,0,535,758
0.0,29,0,557,758
0.0,28,0,556,758
0.0,27,0,538,758
0.0,26,0,514,758
0.0,25,0,520,758
0.0,24,0,531,758
0.0,22,0,555,758
0.0,20,0,513,758
0.0,19,0,518,758
0.0,49,0,552,758
0.0,45,0,551,758
0.0,42,0,376,758
0.0,40,0,550,758
0.0,39,0,483,758
0.0,36,0,549,758
0.0,35,0,506,758
0.0,21,0,477,758
0.0,34,0,476,758
4.0,8,0,418,758
0.0,18,0,289,758
2.0,12,0,554,758
0.0,57,0,553,759
14.0,2,1,479,759
4.0,8,0,427,759
0.0,51,0,568,759
0.0,47,0,462,759
0.0,41,0,437,759
0.0,38,0,364,759
0.0,28,0,567,759
3.0,13,0,482,759
0.0,36,0,566,759
0.0,25,0,430,759
3.0,11,0,404,759
0.0,66,0,525,759
0.0,65,0,536,759
0.0,64,0,517,759
0.0,63,0,565,759
0.0,62,0,564,759
0.0,61,0,563,759
0.0,60,0,562,759
0.0,59,0,522,759
0.0,58,0,516,759
0.0,56,0,511,759
0.0,54,0,561,759
0.0,52,0,528,759
0.0,49,0,560,759
0.0,48,0,537,759
0.0,45,0,559,759
0.0,43,0,558,759
0.0,42,0,527,759
0.0,35,0,535,759
0.0,34,0,557,759
0.0,33,0,556,759
0.0,32,0,538,759
0.0,31,0,514,759
0.0,30,0,520,759
0.0,29,0,531,759
0.0,27,0,555,759
0.0,24,0,513,759
0.0,22,0,518,759
0.0,19,0,533,759
2.0,15,0,510,759
5.0,7,0,512,759
8.0,5,1,449,759
0.0,55,0,552,759
0.0,53,0,353,759
0.0,50,0,551,759
0.0,46,0,376,759
0.0,44,0,550,759
0.0,23,0,483,759
0.0,40,0,549,759
0.0,39,0,506,759
0.0,26,0,477,759
0.0,37,0,476,759
0.0,63,0,552,760
0.0,66,0,553,760
8.0,7,1,449,760
0.0,18,0,456,760
8.5,4,0,475,760
0.0,19,0,541,760
3.0,12,0,501,760
8.0,6,1,347,760
2.0,16,0,554,760
0.0,21,0,289,760
4.0,11,0,418,760
0.0,78,0,441,760
0.0,76,0,401,760
0.0,73,0,571,760
0.0,71,0,387,760
0.0,70,0,570,760
0.0,68,0,465,760
0.0,64,0,540,760
0.0,61,0,484,760
0.0,57,0,542,760
0.0,53,0,478,760
0.0,46,0,486,760
0.0,34,0,569,760
0.0,33,0,481,760
0.0,30,0,505,760
0.0,58,0,568,760
0.0,52,0,462,760
0.0,45,0,437,760
0.0,43,0,364,760
0.0,29,0,567,760
3.0,15,0,482,760
0.0,41,0,566,760
0.0,26,0,430,760
3.0,13,0,404,760
0.0,81,0,525,760
0.0,80,0,536,760
0.0,79,0,517,760
0.0,77,0,565,760
0.0,75,0,564,760
0.0,74,0,563,760
0.0,72,0,562,760
0.0,69,0,522,760
0.0,67,0,516,760
0.0,65,0,511,760
0.0,62,0,561,760
0.0,59,0,528,760
0.0,55,0,560,760
0.0,54,0,537,760
0.0,50,0,559,760
0.0,48,0,558,760
0.0,47,0,527,760
0.0,40,0,535,760
0.0,39,0,557,760
0.0,37,0,538,760
27.0,1,2,356,760
14.0,2,1,479,760
0.0,32,0,520,760
0.0,31,0,531,760
0.0,28,0,555,760
0.0,24,0,513,760
0.0,22,0,518,760
0.0,20,0,533,760
2.0,17,0,510,760
3.0,14,0,529,760
5.0,10,0,512,760
6.0,8,0,509,760
0.0,78,0,441,761
0.0,76,0,401,761
0.0,73,0,571,761
0.0,71,0,387,761
0.0,70,0,570,761
0.0,68,0,465,761
0.0,64,0,540,761
0.0,61,0,484,761
0.0,57,0,542,761
0.0,43,0,478,761
0.0,47,0,486,761
0.0,36,0,569,761
0.0,35,0,481,761
0.0,32,0,505,761
0.0,27,0,502,761
0.0,58,0,568,761
0.0,53,0,462,761
0.0,21,0,437,761
6.0,9,0,364,761
0.0,31,0,567,761
0.0,31,0,555,762
13.0,3,0,403,761
27.0,1,2,356,761
3.0,16,0,482,761
0.0,44,0,566,761
0.0,28,0,430,761
3.0,14,0,404,761
0.0,81,0,525,761
0.0,80,0,536,761
0.0,79,0,517,761
0.0,77,0,565,761
